Sample_name	scaffold_name	Avg_fold	Length	Ref_GC	Nr_ORFs	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
SRR7892471	NODE_2795_length_936_cov_0.121137	9.6111	936	0.4882	1.0	100.0	936	81	81	0.4811	7	9.3
SRR7892471	NODE_2812_length_934_cov_0.587361	43.0717	934	0.439	1.0	100.0	934	270	262	0.4465	38	33.68
SRR7892471	NODE_2817_length_934_cov_0.288724	21.076	934	0.6071	3.0	100.0	934	113	108	0.6001	18	15.07
SRR7892471	NODE_2819_length_934_cov_0.221809	19.5193	934	0.4754	1.0	100.0	934	101	102	0.4613	13	14.94
SRR7892471	NODE_2826_length_933_cov_1.796526	85.9218	933	0.4566	1.0	100.0	933	460	458	0.4532	65	57.18
SRR7892471	NODE_2839_length_932_cov_0.208696	24.8605	932	0.5086	1.0	100.0	932	146	145	0.5087	21	14.0
SRR7892471	NODE_2848_length_931_cov_0.119403	8.1751	931	0.4221	1.0	96.0258	894	48	48	0.4369	9	3.49
SRR7892471	NODE_2849_length_930_cov_2.339975	104.571	930	0.3667	3.0	100.0	930	614	613	0.3954	79	70.83
SRR7892471	NODE_2854_length_929_cov_3.315461	144.6448	929	0.4564	2.0	100.0	929	800	800	0.4929	89	112.04
SRR7892471	NODE_2858_length_929_cov_0.312968	19.7051	929	0.6168	1.0	100.0	929	109	122	0.6049	19	8.34
SRR7892471	NODE_2872_length_927_cov_0.181250	10.7228	927	0.4919	2.0	99.2449	920	62	60	0.5164	9	7.82
SRR7892471	NODE_2885_length_926_cov_0.165207	19.9266	926	0.486	1.0	100.0	926	107	105	0.4644	17	14.1
SRR7892471	NODE_2888_length_926_cov_0.111389	6.2009	926	0.5432	3.0	99.892	925	30	32	0.5552	4	4.28
SRR7892471	NODE_2890_length_925_cov_6.280702	335.5038	925	0.3751	3.0	100.0	925	1834	1832	0.3779	378	173.18
SRR7892471	NODE_2900_length_924_cov_3.158093	172.3171	924	0.5639	2.0	100.0	924	986	942	0.573	193	54.27
SRR7892471	NODE_2902_length_924_cov_0.573400	21.0574	924	0.5563	2.0	99.5671	920	117	116	0.5392	17	11.96
SRR7892471	NODE_2904_length_924_cov_0.462986	22.9253	924	0.355	1.0	97.8355	904	122	123	0.383	20	12.62
SRR7892471	NODE_2905_length_924_cov_0.461731	17.5162	924	0.4989	2.0	100.0	924	91	87	0.485	16	12.87
SRR7892471	NODE_2908_length_924_cov_0.209536	12.9372	924	0.4113	2.0	98.1602	907	71	71	0.4624	8	13.62
SRR7892471	NODE_2909_length_924_cov_0.063990	4.7944	924	0.4794	2.0	72.1861	667	34	31	0.4244	4	4.94
SRR7892471	NODE_2910_length_924_cov_0.061481	9.8788	924	0.5768	1.0	100.0	924	59	55	0.5818	8	7.32
SRR7892471	NODE_2911_length_923_cov_1.344221	53.1896	923	0.4875	2.0	100.0	923	272	273	0.5222	32	48.76
SRR7892471	NODE_2912_length_923_cov_0.293970	8.1831	923	0.4074	2.0	100.0	923	52	52	0.4362	6	6.28
SRR7892471	NODE_2919_length_923_cov_0.121859	11.7551	923	0.4897	1.0	97.3998	899	64	64	0.5107	7	9.87
SRR7892471	NODE_2923_length_922_cov_0.680503	28.9252	922	0.4642	3.0	100.0	922	176	165	0.4733	23	19.13
SRR7892471	NODE_2925_length_922_cov_0.477987	25.3026	922	0.5076	2.0	100.0	922	139	138	0.4982	20	16.86
SRR7892471	NODE_2928_length_922_cov_0.320755	10.4653	922	0.3796	2.0	100.0	922	56	56	0.3942	10	4.6
SRR7892471	NODE_2931_length_922_cov_0.050314	6.8623	922	0.3048	1.0	98.8069	911	38	38	0.3204	5	4.84
SRR7892471	NODE_2932_length_922_cov_0.044025	4.2223	922	0.4176	3.0	97.397	898	24	24	0.4265	4	2.1
SRR7892471	NODE_2938_length_921_cov_0.227960	11.355	921	0.392	2.0	99.5657	917	60	61	0.397	9	8.89
SRR7892471	NODE_2940_length_921_cov_0.136020	5.2345	921	0.3844	3.0	99.4571	916	33	33	0.374	4	4.27
SRR7892471	NODE_2954_length_920_cov_0.148802	7.1793	920	0.4652	1.0	100.0	920	36	36	0.4678	7	4.16
SRR7892471	NODE_2959_length_919_cov_0.292929	10.3526	919	0.3689	1.0	100.0	919	52	52	0.365	8	7.02
SRR7892471	NODE_2963_length_919_cov_0.218434	12.728	919	0.3678	2.0	99.4559	914	66	73	0.3712	12	8.54
SRR7892471	NODE_2964_length_919_cov_0.209596	13.3787	919	0.3863	1.0	100.0	919	87	88	0.379	11	7.54
SRR7892471	NODE_2969_length_918_cov_0.839444	57.1917	918	0.4902	1.0	100.0	918	299	299	0.494	46	44.92
SRR7892471	NODE_2971_length_918_cov_0.737042	41.5545	918	0.439	1.0	96.2963	884	221	229	0.4328	36	27.28
SRR7892471	NODE_2972_length_918_cov_0.546144	40.7495	918	0.3529	1.0	98.1481	901	234	260	0.3702	28	40.99
SRR7892471	NODE_2974_length_917_cov_6.936709	479.8713	917	0.494	2.0	100.0	917	2627	2599	0.5089	290	544.89
SRR7892471	NODE_2981_length_917_cov_0.094937	5.8909	917	0.5322	1.0	97.3828	893	32	32	0.5353	6	3.44
SRR7892471	NODE_2991_length_916_cov_0.108999	7.7664	916	0.4509	2.0	100.0	916	47	47	0.4578	7	5.3
SRR7892471	NODE_2992_length_916_cov_0.097592	9.7162	916	0.4367	1.0	100.0	916	52	52	0.4425	9	4.49
SRR7892471	NODE_2994_length_915_cov_2.201777	117.6984	915	0.5672	2.0	100.0	915	605	619	0.5677	124	53.03
SRR7892471	NODE_3006_length_915_cov_0.032995	6.2678	915	0.4251	1.0	99.4536	910	38	37	0.4317	6	3.48
SRR7892471	NODE_3007_length_914_cov_0.767471	36.7571	914	0.581	2.0	98.0306	896	195	198	0.5784	40	20.53
SRR7892471	NODE_3009_length_914_cov_0.412961	17.5864	914	0.3796	2.0	100.0	914	91	91	0.3917	16	8.96
SRR7892471	NODE_3011_length_914_cov_0.088945	11.7921	914	0.4584	1.0	100.0	914	65	68	0.454	10	6.22
SRR7892471	NODE_3018_length_913_cov_0.222646	5.2453	913	0.437	1.0	100.0	913	27	26	0.4349	4	3.56
SRR7892471	NODE_3023_length_912_cov_2.503185	147.5998	912	0.5197	1.0	99.2325	905	792	822	0.5313	162	80.96
SRR7892471	NODE_3032_length_912_cov_0.073885	7.489	912	0.3706	1.0	86.0746	785	37	39	0.3696	6	5.84
SRR7892471	NODE_3038_length_911_cov_0.503827	27.3721	911	0.4127	3.0	100.0	911	150	145	0.4201	26	14.82
SRR7892471	NODE_3049_length_910_cov_0.358876	44.8527	910	0.4385	2.0	100.0	910	263	257	0.4365	47	28.63
SRR7892471	NODE_3050_length_910_cov_0.293742	12.7659	910	0.4099	3.0	100.0	910	97	96	0.4344	10	13.3
SRR7892471	NODE_3055_length_910_cov_0.123883	9.9703	910	0.3495	3.0	97.4725	887	54	55	0.3575	8	7.82
SRR7892471	NODE_3056_length_910_cov_0.088123	9.3945	910	0.389	1.0	100.0	910	56	58	0.3902	9	4.67
SRR7892471	NODE_3066_length_909_cov_0.085678	17.9351	909	0.4752	1.0	100.0	909	100	98	0.4829	9	19.35
SRR7892471	NODE_3069_length_908_cov_0.487836	28.9075	908	0.522	2.0	100.0	908	142	158	0.5238	30	18.18
SRR7892471	NODE_3080_length_908_cov_0.051216	11.8965	908	0.4273	2.0	100.0	908	70	78	0.4418	12	6.21
SRR7892471	NODE_3083_length_907_cov_0.665385	26.9934	907	0.4741	2.0	100.0	907	138	154	0.4686	26	11.5
SRR7892471	NODE_3099_length_906_cov_0.286264	16.4172	906	0.4669	1.0	98.234	890	88	88	0.4647	11	13.36
SRR7892471	NODE_3103_length_905_cov_3.113111	189.4287	905	0.3901	1.0	100.0	905	1010	1007	0.3903	177	103.52
SRR7892471	NODE_3108_length_905_cov_0.408740	13.011	905	0.4188	1.0	100.0	905	68	70	0.4294	12	7.21
SRR7892471	NODE_3114_length_905_cov_0.073265	7.0685	905	0.5326	1.0	97.5691	883	40	37	0.5539	6	4.98
SRR7892471	NODE_3115_length_904_cov_2.485199	161.0962	904	0.4912	1.0	100.0	904	898	891	0.4831	172	111.47
SRR7892471	NODE_3121_length_904_cov_0.099099	10.0863	904	0.2854	3.0	100.0	904	70	71	0.3282	10	5.46
SRR7892471	NODE_3128_length_903_cov_0.269330	6.5094	903	0.5161	1.0	96.0133	867	31	33	0.5137	6	4.72
SRR7892471	NODE_3132_length_903_cov_0.103093	5.3765	903	0.5061	1.0	99.1141	895	28	27	0.5093	5	3.87
SRR7892471	NODE_3133_length_903_cov_0.056701	14.7386	903	0.4153	1.0	99.4463	898	103	103	0.4155	11	11.02
SRR7892471	NODE_3134_length_903_cov_0.006443	5.8162	903	0.3068	2.0	100.0	903	39	37	0.3441	5	4.29
SRR7892471	NODE_3142_length_902_cov_0.056774	6.6286	902	0.5144	1.0	100.0	902	40	39	0.5102	5	4.28
SRR7892471	NODE_3147_length_901_cov_0.299742	17.5949	901	0.5805	1.0	100.0	901	125	123	0.5307	14	13.26
SRR7892471	NODE_3148_length_901_cov_0.281654	10.1354	901	0.4384	2.0	99.778	899	53	52	0.4581	9	9.08
SRR7892471	NODE_3149_length_901_cov_0.253230	21.0488	901	0.3374	1.0	100.0	901	121	121	0.3505	19	15.18
SRR7892471	NODE_3154_length_900_cov_2.913325	106.7744	900	0.49	1.0	100.0	900	543	543	0.4992	104	44.64
SRR7892471	NODE_3158_length_900_cov_0.271669	10.3322	900	0.5078	1.0	88.3333	795	50	51	0.4927	6	11.63
SRR7892471	NODE_3161_length_900_cov_0.226391	8.8278	900	0.4044	1.0	100.0	900	49	48	0.4031	8	5.23
SRR7892471	NODE_3162_length_900_cov_0.210867	15.5411	900	0.4256	2.0	99.1111	892	92	88	0.4585	11	13.34
SRR7892471	NODE_3165_length_900_cov_0.177232	9.7744	900	0.4089	1.0	93.3333	840	50	50	0.4057	8	7.24
SRR7892471	NODE_3166_length_900_cov_0.156533	12.7133	900	0.5456	2.0	98.1111	883	68	68	0.5215	11	8.45
SRR7892471	NODE_3176_length_899_cov_0.178756	16.2903	899	0.4961	1.0	100.0	899	91	96	0.4922	15	11.82
SRR7892471	NODE_3185_length_897_cov_0.702597	30.7703	897	0.4426	2.0	99.5541	893	173	175	0.4431	18	27.8
SRR7892471	NODE_3188_length_897_cov_0.349351	24.5139	897	0.5719	3.0	97.6589	876	129	130	0.5348	11	28.57
SRR7892471	NODE_3196_length_896_cov_0.602081	28.1618	896	0.4676	1.0	100.0	896	148	149	0.4842	17	26.39
SRR7892471	NODE_3202_length_895_cov_0.188802	14.3028	895	0.467	1.0	100.0	895	100	99	0.4641	14	9.31
SRR7892471	NODE_3203_length_895_cov_0.183594	15.4458	895	0.4324	3.0	97.4302	872	78	79	0.4419	15	7.76
SRR7892471	NODE_3204_length_895_cov_0.149740	7.1598	895	0.5922	2.0	100.0	895	35	37	0.5917	7	3.86
SRR7892471	NODE_3208_length_894_cov_1.878748	83.6588	894	0.5716	2.0	99.5526	890	426	422	0.5555	53	75.8
SRR7892471	NODE_3209_length_894_cov_0.451108	21.953	894	0.4754	2.0	99.3289	888	113	113	0.481	16	15.81
SRR7892471	NODE_3214_length_894_cov_0.132986	14.16	894	0.4351	2.0	100.0	894	75	76	0.4297	8	11.8
SRR7892471	NODE_3216_length_894_cov_0.109518	13.764	894	0.3456	2.0	100.0	894	73	72	0.3702	13	7.08
SRR7892471	NODE_3219_length_893_cov_0.749347	51.7525	893	0.5308	2.0	100.0	893	275	292	0.5062	20	60.97
SRR7892471	NODE_3220_length_893_cov_0.578329	24.8287	893	0.6069	1.0	100.0	893	132	134	0.5921	23	14.11
SRR7892471	NODE_3223_length_893_cov_0.173629	12.112	893	0.4468	3.0	100.0	893	62	62	0.4563	10	6.26
SRR7892471	NODE_3224_length_893_cov_0.146214	19.3024	893	0.5913	3.0	100.0	893	113	121	0.5877	19	9.24
SRR7892471	NODE_3232_length_892_cov_0.181699	7.713	892	0.3969	1.0	99.3274	886	39	40	0.3967	8	4.24
SRR7892471	NODE_3240_length_891_cov_1.696335	70.0875	891	0.4332	1.0	99.3266	885	353	363	0.4422	36	71.62
SRR7892471	NODE_3246_length_890_cov_2.175623	94.3573	890	0.4427	1.0	100.0	890	487	488	0.4466	38	90.77
SRR7892471	NODE_3248_length_890_cov_0.349934	10.0742	890	0.4045	1.0	100.0	890	55	54	0.4163	10	5.01
SRR7892471	NODE_3250_length_890_cov_0.221494	13.1798	890	0.4483	3.0	100.0	890	69	68	0.445	12	8.45
SRR7892471	NODE_3254_length_889_cov_1.124672	44.5399	889	0.5321	1.0	99.4376	884	223	224	0.5401	46	26.6
SRR7892471	NODE_3255_length_889_cov_0.398950	10.8864	889	0.4916	1.0	100.0	889	56	56	0.4929	8	7.5
SRR7892471	NODE_3258_length_889_cov_0.242782	11.0337	889	0.4151	2.0	98.4252	875	53	52	0.4194	8	8.91
SRR7892471	NODE_3261_length_889_cov_0.188976	9.8414	889	0.4218	2.0	100.0	889	51	51	0.4296	9	4.24
SRR7892471	NODE_3271_length_888_cov_0.153745	15.1644	888	0.4538	1.0	100.0	888	92	91	0.4562	14	7.06
SRR7892471	NODE_3272_length_888_cov_0.093298	7.8885	888	0.3468	1.0	100.0	888	38	37	0.3595	7	4.41
SRR7892471	NODE_3280_length_887_cov_0.157895	11.0451	887	0.4645	1.0	100.0	887	52	65	0.4755	10	5.43
SRR7892471	NODE_3282_length_887_cov_0.052632	5.9132	887	0.4577	2.0	92.4464	820	36	38	0.4748	4	5.04
SRR7892471	NODE_3283_length_886_cov_1.845850	81.1072	886	0.544	1.0	100.0	886	404	402	0.5486	38	88.78
SRR7892471	NODE_3285_length_886_cov_1.405797	70.6761	886	0.5023	1.0	100.0	886	383	381	0.5071	76	31.71
SRR7892471	NODE_3287_length_886_cov_0.322793	8.9447	886	0.4176	1.0	96.1625	852	57	56	0.4413	7	6.95
SRR7892471	NODE_3292_length_886_cov_0.143610	5.7359	886	0.4876	2.0	92.2122	817	29	30	0.473	4	5.06
SRR7892471	NODE_3294_length_885_cov_1.646438	54.3458	885	0.4169	2.0	100.0	885	267	268	0.4019	48	34.02
SRR7892471	NODE_3300_length_885_cov_0.369393	22.9605	885	0.4429	2.0	100.0	885	130	130	0.4687	23	8.54
SRR7892471	NODE_3306_length_885_cov_0.164908	12.9605	885	0.5955	2.0	99.548	881	69	77	0.5874	12	6.53
SRR7892471	NODE_3307_length_885_cov_0.125330	11.096	885	0.4102	1.0	100.0	885	73	73	0.4089	9	8.93
SRR7892471	NODE_3310_length_885_cov_0.083113	9.0915	885	0.4034	2.0	100.0	885	49	50	0.4052	8	5.89
SRR7892471	NODE_3311_length_885_cov_0.077836	9.4915	885	0.3751	1.0	100.0	885	52	51	0.3811	10	4.38
SRR7892471	NODE_3313_length_884_cov_0.599736	13.3959	884	0.4231	1.0	99.4344	879	63	63	0.419	15	5.91
SRR7892471	NODE_3316_length_884_cov_0.247028	12.2398	884	0.4129		97.5113	862	67	67	0.4502	6	11.98
SRR7892471	NODE_3320_length_884_cov_0.118890	7.9762	884	0.6018	1.0	100.0	884	39	41	0.6069	7	4.1
SRR7892471	NODE_3325_length_883_cov_0.376984	22.7871	883	0.5912	2.0	100.0	883	114	118	0.592	18	15.94
SRR7892471	NODE_3330_length_883_cov_0.226190	20.1971	883	0.4519	2.0	100.0	883	117	115	0.4362	13	17.62
SRR7892471	NODE_3332_length_883_cov_0.210317	6.7905	883	0.3783	2.0	98.4145	869	32	33	0.3815	6	4.58
SRR7892471	NODE_3341_length_882_cov_0.606623	42.4864	882	0.3673	1.0	99.8866	881	263	284	0.3946	32	37.77
SRR7892471	NODE_3343_length_882_cov_0.411921	23.2029	882	0.3356	1.0	100.0	882	116	122	0.3607	6	27.57
SRR7892471	NODE_3345_length_882_cov_0.319205	12.8878	882	0.2959	2.0	99.5465	878	66	66	0.3063	12	9.17
SRR7892471	NODE_3358_length_881_cov_0.179045	6.4858	881	0.4336	1.0	100.0	881	33	35	0.4379	5	4.14
SRR7892471	NODE_3363_length_880_cov_0.498008	27.7966	880	0.375	1.0	100.0	880	140	140	0.3766	21	21.52
SRR7892471	NODE_3365_length_880_cov_0.377158	8.0534	880	0.4239	1.0	98.9773	871	37	36	0.4277	7	4.87
SRR7892471	NODE_3368_length_880_cov_0.189907	8.1432	880	0.3795	1.0	100.0	880	39	39	0.3872	8	4.21
SRR7892471	NODE_3374_length_879_cov_0.860372	32.4243	879	0.3868	1.0	100.0	879	162	162	0.3946	35	17.64
SRR7892471	NODE_3377_length_879_cov_0.418883	26.19	879	0.4835	2.0	100.0	879	143	140	0.4837	24	13.04
SRR7892471	NODE_3379_length_879_cov_0.376330	11.9727	879	0.4255	1.0	100.0	879	58	57	0.4558	7	13.0
SRR7892471	NODE_3386_length_879_cov_0.188830	8.7167	879	0.4061	1.0	100.0	879	47	47	0.4185	7	5.04
SRR7892471	NODE_3390_length_878_cov_2.366178	133.4715	878	0.3918	1.0	99.0888	870	685	689	0.3714	72	150.35
SRR7892471	NODE_3392_length_878_cov_0.557923	14.5991	878	0.4339	1.0	100.0	878	80	79	0.4534	11	11.86
SRR7892471	NODE_3396_length_878_cov_0.272969	14.1697	878	0.3565	1.0	100.0	878	73	73	0.3872	10	9.77
SRR7892471	NODE_3399_length_878_cov_0.233023	8.1093	878	0.4829	2.0	92.9385	816	42	40	0.4894	7	5.88
SRR7892471	NODE_3402_length_878_cov_0.075899	6.9692	878	0.4157	1.0	100.0	878	40	39	0.4232	6	4.26
SRR7892471	NODE_3403_length_878_cov_0.055925	8.795	878	0.5638	3.0	100.0	878	65	66	0.529	4	9.53
SRR7892471	NODE_3422_length_876_cov_0.124166	13.3779	876	0.5091	1.0	100.0	876	66	67	0.4904	9	10.22
SRR7892471	NODE_3423_length_876_cov_0.101469	7.3139	876	0.4817	1.0	100.0	876	34	35	0.4769	6	4.79
SRR7892471	NODE_3433_length_875_cov_0.192513	8.2457	875	0.4469	3.0	97.9429	857	40	41	0.4515	8	4.55
SRR7892471	NODE_3435_length_875_cov_0.161765	10.4354	875	0.4949	1.0	100.0	875	56	56	0.5106	8	6.79
SRR7892471	NODE_3439_length_874_cov_2.635877	114.4119	874	0.5641	2.0	100.0	874	609	588	0.5719	93	75.73
SRR7892471	NODE_3448_length_873_cov_0.778820	23.7503	873	0.4696	1.0	100.0	873	109	110	0.4814	23	12.46
SRR7892471	NODE_3450_length_873_cov_0.495979	31.0332	873	0.4296	1.0	99.4273	868	159	156	0.4216	27	25.53
SRR7892471	NODE_3451_length_873_cov_0.410188	16.9805	873	0.4891	1.0	100.0	873	81	80	0.4868	17	7.82
SRR7892471	NODE_3456_length_873_cov_0.215818	14.9805	873	0.5223	2.0	100.0	873	79	82	0.5244	13	6.43
SRR7892471	NODE_3457_length_873_cov_0.155496	7.0275	873	0.4387	1.0	100.0	873	36	36	0.454	7	4.07
SRR7892471	NODE_3458_length_872_cov_2.630872	120.8521	872	0.5367	2.0	100.0	872	620	613	0.5282	126	73.81
SRR7892471	NODE_3459_length_872_cov_1.624161	87.0401	872	0.3899	1.0	100.0	872	470	468	0.4152	100	65.15
SRR7892471	NODE_3460_length_872_cov_1.182550	80.6261	872	0.5183	2.0	100.0	872	420	433	0.5371	88	53.66
SRR7892471	NODE_3461_length_872_cov_0.610738	33.5333	872	0.4461	1.0	99.5413	868	177	172	0.44	28	20.17
SRR7892471	NODE_3477_length_871_cov_0.243280	15.9506	871	0.4374	1.0	100.0	871	89	83	0.4268	16	8.7
SRR7892471	NODE_3480_length_871_cov_0.139785	8.3559	871	0.4799	2.0	99.4259	866	41	41	0.4795	8	3.9
SRR7892471	NODE_3481_length_871_cov_0.127688	5.0069	871	0.4237	2.0	94.7187	825	25	25	0.4317	5	2.54
SRR7892471	NODE_3487_length_870_cov_0.310902	13.2138	870	0.5195	1.0	91.6092	797	62	65	0.5177	10	10.09
SRR7892471	NODE_3490_length_870_cov_0.228802	15.8195	870	0.5172	3.0	100.0	870	80	79	0.5095	15	8.84
SRR7892471	NODE_3492_length_870_cov_0.193809	5.292	870	0.4172	1.0	100.0	870	24	24	0.4238	5	3.05
SRR7892471	NODE_3495_length_869_cov_0.874663	52.7296	869	0.4327	3.0	100.0	869	261	266	0.4402	17	68.97
SRR7892471	NODE_3498_length_869_cov_0.560647	23.9735	869	0.3418	2.0	100.0	869	119	117	0.3415	28	13.29
SRR7892471	NODE_3502_length_869_cov_0.278976	15.6893	869	0.5351	2.0	97.3533	846	85	80	0.5489	13	9.89
SRR7892471	NODE_3510_length_868_cov_0.596491	22.7051	868	0.3813	3.0	100.0	868	107	108	0.3955	16	17.31
SRR7892471	NODE_3511_length_868_cov_0.491228	21.3341	868	0.3836	1.0	91.3594	793	101	101	0.3856	21	11.59
SRR7892471	NODE_3521_length_868_cov_0.128205	6.0035	868	0.5887	1.0	92.7419	805	32	29	0.5698	5	3.68
SRR7892471	NODE_3527_length_867_cov_0.577027	27.5017	867	0.4025	2.0	100.0	867	136	138	0.4332	15	27.65
SRR7892471	NODE_3531_length_867_cov_0.337838	8.0023	867	0.4129	1.0	100.0	867	40	40	0.4196	8	3.6
SRR7892471	NODE_3533_length_867_cov_0.251351	4.6275	867	0.5236	3.0	100.0	867	21	21	0.5266	4	1.92
SRR7892471	NODE_3534_length_867_cov_0.243243	8.8051	867	0.5698	2.0	90.5421	785	43	42	0.5493	6	8.3
SRR7892471	NODE_3537_length_867_cov_0.198649	11.0219	867	0.4764	1.0	100.0	867	54	54	0.464	9	8.17
SRR7892471	NODE_3538_length_867_cov_0.177027	8.8316	867	0.489	2.0	100.0	867	47	46	0.4529	8	5.04
SRR7892471	NODE_3542_length_866_cov_1.824087	56.6905	866	0.4723	1.0	100.0	866	272	269	0.4649	58	38.35
SRR7892471	NODE_3543_length_866_cov_1.822733	109.1882	866	0.5577	2.0	100.0	866	556	552	0.5503	109	53.73
SRR7892471	NODE_3545_length_866_cov_0.376184	11.6039	866	0.3984	2.0	98.8453	856	55	55	0.4028	9	7.88
SRR7892471	NODE_3546_length_866_cov_0.212449	8.9827	866	0.4249	1.0	100.0	866	45	45	0.4195	7	5.08
SRR7892471	NODE_3547_length_866_cov_0.200271	14.0831	866	0.4434	1.0	100.0	866	74	82	0.4454	12	8.93
SRR7892471	NODE_3548_length_866_cov_0.189445	6.4111	866	0.4238	2.0	100.0	866	34	33	0.4411	6	3.04
SRR7892471	NODE_3553_length_865_cov_2.105691	72.089	865	0.4231	1.0	98.8439	855	363	360	0.4224	59	45.66
SRR7892471	NODE_3555_length_865_cov_1.024390	51.4301	865	0.5723	1.0	99.422	860	264	262	0.5605	56	22.29
SRR7892471	NODE_3560_length_865_cov_0.228997	15.4197	865	0.4728	1.0	100.0	865	81	74	0.4759	12	11.17
SRR7892471	NODE_3561_length_865_cov_0.131436	8.8913	865	0.4821	3.0	100.0	865	46	46	0.4928	8	5.69
SRR7892471	NODE_3564_length_864_cov_0.591588	32.6308	864	0.5984	4.0	100.0	864	160	166	0.5956	36	13.74
SRR7892471	NODE_3565_length_864_cov_0.508820	21.8588	864	0.397	2.0	100.0	864	108	108	0.3965	22	9.08
SRR7892471	NODE_3569_length_864_cov_0.251018	8.6771	864	0.3912	2.0	100.0	864	44	44	0.3841	8	5.6
SRR7892471	NODE_3570_length_864_cov_0.214383	9.6609	864	0.397	2.0	100.0	864	61	60	0.4195	7	6.7
SRR7892471	NODE_3577_length_863_cov_0.679348	36.4531	863	0.5052	1.0	100.0	863	180	186	0.4992	33	15.56
SRR7892471	NODE_3578_length_863_cov_0.671196	30.8123	863	0.3975	1.0	100.0	863	152	151	0.4197	14	33.58
SRR7892471	NODE_3589_length_862_cov_0.741497	41.0742	862	0.3828	1.0	100.0	862	204	201	0.3852	32	31.15
SRR7892471	NODE_3590_length_862_cov_0.734694	33.6787	862	0.471	2.0	100.0	862	160	173	0.4637	27	19.38
SRR7892471	NODE_3593_length_862_cov_0.376871	11.7309	862	0.3886	2.0	100.0	862	77	76	0.4137	9	10.49
SRR7892471	NODE_3594_length_862_cov_0.276190	13.565	862	0.5371	1.0	100.0	862	66	66	0.5426	9	11.7
SRR7892471	NODE_3603_length_862_cov_0.103401	5.1589	862	0.4548	2.0	91.0673	785	28	28	0.4427	4	4.75
SRR7892471	NODE_3605_length_862_cov_0.092517	11.1497	862	0.3979	1.0	100.0	862	56	54	0.4164	8	8.41
SRR7892471	NODE_3608_length_861_cov_0.792916	39.6492	861	0.3775	2.0	100.0	861	204	207	0.4155	28	38.99
SRR7892471	NODE_3610_length_861_cov_0.403270	18.6179	861	0.3949	1.0	99.7677	859	96	97	0.3973	16	9.51
SRR7892471	NODE_3619_length_861_cov_0.102180	5.2532	861	0.475	2.0	98.9547	852	26	26	0.4903	5	2.95
SRR7892471	NODE_3622_length_861_cov_0.029973	10.0627	861	0.4518	2.0	95.2381	820	58	58	0.4592	10	6.48
SRR7892471	NODE_3627_length_860_cov_0.301501	16.4209	860	0.4395	1.0	100.0	860	81	81	0.4371	17	8.84
SRR7892471	NODE_3628_length_860_cov_0.282401	7.1779	860	0.3779	1.0	100.0	860	35	34	0.4002	6	5.24
SRR7892471	NODE_3630_length_860_cov_0.242838	8.1593	860	0.4453	1.0	97.7907	841	45	44	0.4521	6	5.4
SRR7892471	NODE_3637_length_860_cov_0.084584	5.0186	860	0.5779	3.0	100.0	860	23	24	0.5746	3	4.08
SRR7892471	NODE_3638_length_859_cov_0.411202	11.993	859	0.4098	2.0	100.0	859	54	55	0.4089	11	6.8
SRR7892471	NODE_3639_length_859_cov_0.401639	13.6845	859	0.5413	1.0	100.0	859	70	70	0.5344	12	7.12
SRR7892471	NODE_3641_length_859_cov_0.306011	36.2608	859	0.4948	2.0	100.0	859	194	214	0.4881	29	23.05
SRR7892471	NODE_3643_length_859_cov_0.210383	11.2328	859	0.4203	1.0	100.0	859	56	57	0.4489	8	8.88
SRR7892471	NODE_3649_length_859_cov_0.102459	5.0116	859	0.4563	1.0	100.0	859	27	26	0.4526	5	2.73
SRR7892471	NODE_3650_length_859_cov_0.081967	4.3888	859	0.5029	1.0	94.2957	810	26	25	0.4887	4	2.95
SRR7892471	NODE_3651_length_858_cov_0.771546	45.0944	858	0.5618	2.0	100.0	858	229	228	0.5558	37	21.18
SRR7892471	NODE_3657_length_858_cov_0.176471	14.5105	858	0.4569	1.0	98.951	849	78	78	0.4527	17	9.01
SRR7892471	NODE_3672_length_857_cov_0.223288	12.9965	857	0.5169	1.0	100.0	857	67	67	0.5243	9	10.53
SRR7892471	NODE_3673_length_857_cov_0.200000	6.2369	857	0.4539	1.0	91.7153	786	42	42	0.4576	4	5.82
SRR7892471	NODE_3679_length_856_cov_2.465021	150.1203	856	0.5444	1.0	100.0	856	771	783	0.5361	88	147.18
SRR7892471	NODE_3682_length_856_cov_0.543210	21.7348	856	0.3657	1.0	98.3645	842	114	117	0.3733	23	11.34
SRR7892471	NODE_3686_length_856_cov_0.234568	8.5397	856	0.4813	1.0	100.0	856	45	47	0.4939	8	5.32
SRR7892471	NODE_3692_length_856_cov_0.083676	5.4953	856	0.4661	2.0	97.0794	831	28	31	0.4589	5	3.58
SRR7892471	NODE_3693_length_856_cov_0.079561	8.4311	856	0.4498	2.0	92.5234	792	46	47	0.447	6	7.63
SRR7892471	NODE_3694_length_856_cov_0.021948	6.2453	856	0.514	2.0	90.1869	772	37	37	0.5158	5	5.89
SRR7892471	NODE_3698_length_855_cov_0.462912	26.0292	855	0.4047	2.0	100.0	855	134	132	0.4331	15	30.77
SRR7892471	NODE_3700_length_855_cov_0.254121	7.2304	855	0.338	1.0	100.0	855	37	37	0.359	7	4.31
